mirna_name	target.gene_name	diana	microinspector	miranda	mirtarget2	mitarget	nbmirtar	pictar	pita	rna22	rnahybrid	targetscan
gga-let-7d	C2orf29	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	SLC9A2	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	TMEM182	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	FHL2	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	ADPRHL1	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	COL4A2	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	ARHGEF7	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	NARG1L	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	EPSTI1	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	ZC3H13	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	KPNA3	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	LOC418900	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	N4BP2L1	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	SLC7A1	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	RNF6	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	ZDHHC20	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	ACAT1	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	ALKBH8	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	CWF19L2	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	KIAA1826	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	ANKRD49	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	RAB30	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	KCNA5	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	RAD51AP1	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	KIAA0280	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	ITIH5	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	LOC419136	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	MAP1LC3A	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	C20orf142	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	SLC2A10	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	COMMD7	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	GNAS	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	APCDD1L	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	BMP7	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	TMEM189-UBE2V1	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	RCC2	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	RNF207	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	C1orf174	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	PEX10	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	TMEM88	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	FAM132A	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	C1orf159	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	RERE	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	NMNAT1	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	FBXO42	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	DHRS3	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	VPS13D	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	LOC419483	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	MFN2	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	MTHFR	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	ZBTB40	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	BMP10	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	R3HCC1	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	DHDDS	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	ZMPSTE24	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	WDTC1	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	LOC419592	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	GRRP1	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	LOC419611	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	DNALI1	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	ZC3H12A	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	LSM10	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	FNDC5	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	MYOM3	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	GRHL3	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	PRDM10	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	ST14	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	JAM3	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	CADM1	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	SLC37A4	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	DLAT	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	LOC419816	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	MFSD4	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	LOC419841	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	NGFB	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	DEF6	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	SCUBE3	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	MDFI	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	BTG2	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	MRC2	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	CCDC47	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	NMT1	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	ETV4	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	ZNF652	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	CCDC49	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	MED1	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	LOC420010	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	ZNF385C	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	APBA3	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	ZAP70	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	LOC420093	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	ATCAY	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	INSR	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	LOC420141	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	CALR3	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	LOC420156	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	DEPDC2	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	UBE2W	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	MRPL53	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	IMPA1	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	DPY19L4	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	RRM2B	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	ZFPM2	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	ANGPT1	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	LOC420294	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	LOC420301	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	NDRG1	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	FAM49B	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	ZMYND11	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	LARP5	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	PAPD1	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	MAP3K8	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	PDSS1	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	LOC420491	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	MLLT10	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	PTTG1IP	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	PDK4	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	ICA1	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	LOC420587	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	TSPAN13	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	AGR3	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	STK31	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	JAZF1	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	FKBP14	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	BTD	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	ANKRD28	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	SGOL1	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	AZI2	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	LOC420670	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	TMEM16K	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	C7orf24	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	ZNRF2	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	HERPUD2	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	TPK1	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	CUL1	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	EZH2	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	ALDH5A1	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	AOF1	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	NOL7	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	RANBP9	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	CD83	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	TMEM14C	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	EDN1	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	LOC420857	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	MAK	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	NQO2	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	DUSP22	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	SERPINB1	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	C5orf22	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	VSTM2A	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	C18orf37	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	C18orf55	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	SOCS6	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	EPB41L3	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	METTL4	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	TYMS	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	USP14	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	ABHD3	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	RIOK3	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	LOC421108	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	IMPAD1	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	LOC421212	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	ACYP2	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	ZC3H6	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	NAPB	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	LOC421253	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	SPRED2	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	RAB1A	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	TMEM17	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	EPHX1	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	C1orf58	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	AIDA	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	VASH2	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	ATF3	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	RBKS	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	KCNK5	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	LOC421438	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	TMEM63B	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	QPCT	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	TFB2M	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	EGLN1	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	C1orf96	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	FRMD1	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	UNC93A	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	TCP11L1	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	PRRG4	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	NUP43	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	LRP11	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	C6orf97	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	ZDHHC14	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	LTV1	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	FUCA2	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	CCDC28A	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	LOC421682	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	RSPO3	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	DCBLD1	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	KPNA5	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	ZUFSP	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	TUBE1	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	WASF1	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	COQ3	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	C17orf59	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	RARS2	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	PGM3	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	DOPEY1	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	UBE2CBP	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	FILIP1	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	ZNF451	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	ICK	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	TMEM14A	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	PDIA6	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	FAM84A	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	SDC1	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	LOC421978	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	SNX17	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	FZD3	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	GATA4	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	CYP39A1	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	LOC422076	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	TMC6	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	P4HB	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	C17orf28	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	ICT1	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	LLGL2	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	LOC422128	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	GPR23	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	LOC422150	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	LOC422155	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	LOC422169	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	PRPS1	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	ZMYM3	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	LOC422221	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	IL13RA1	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	GPC4	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	TMEM32	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	LOC422270	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	LOC422284	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	ZNF185	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	LOC422320	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	LOC422325	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	ABCB7	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	ACSL4	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	COL4A5	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	COL4A6	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	RAB39B	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	VBP1	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	STAG2	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	CUL4B	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	RNF128	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	PALLD	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	CLCN3	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	SETD7	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	ZNF827	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	PAPSS1	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	SCYE1	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	ODZ3	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	HPGD	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	VEGFC	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	BMP2K	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	IGFBP7	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	SDAD1	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	GRSF1	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	MOBKL1A	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	RASSF6	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	NDST4	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	LOC422694	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	CISD2	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	BDH2	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	CEP135	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	CHIC2	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	GNPDA2	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	GPR125	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	LOC422885	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	EIF2AK3	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	LOC422942	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	LOC422993	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	TMEM16J	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	MRPL21	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	GCHFR	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	CCDC32	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	IVD	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	USP47	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	SCUBE2	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	TMEM9B	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	HPS5	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	FADD	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	LOC423158	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	TTC17	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	ASTL	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	C11orf49	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	CHAC1	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	INOC1	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	TMEM87A	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	LRRC57	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	LOC423245	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	ZFYVE1	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	KIAA0247	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	VTI1B	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	THBS1	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	STXBP6	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	NOVA1	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	EAPP	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	SEC23A	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	LOC423341	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	ABCD4	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	LOC423350	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	KIAA0317	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	LOC423366	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	TMEM63C	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	SNW1	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	SEL1L	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	C14orf159	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	CCDC88C	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	FBLN5	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	RIN3	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	BTBD7	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	EML1	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	DEGS2	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	C14orf68	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	C14orf73	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	TNFAIP2	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	C14orf153	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	INF2	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	SLC38A6	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	C14orf138	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	CSGALNACT2	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	CISD1	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	RTKN2	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	PAPSS2	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	C10orf56	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	CAMK2G	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	CUEDC2	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	Mar-08	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	ARHGAP22	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	PGBD3	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	PCGF5	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	CCNJ	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	ABCC2	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	C10orf76	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	ARL3	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	C10orf32	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	C10orf80	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	TCF7L2	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	HABP2	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	C10orf118	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	RGS10	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	ZRANB1	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	ORMDL1	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	COL5A2	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	NCKAP1	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	SH3BP4	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	MCM3AP	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	KMO	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	SDPR	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	WDR12	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	ABI2	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	UBE2E4P	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	ZAK	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	SPC25	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	SCN2A	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	COBLL1	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	RALB	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	PDIA5	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	OSBPL11	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	PARP9	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	TMEM163	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	RAB3GAP1	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	LRP1B	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	KIF5C	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	NAT5	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	WDR47	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	F13B	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	REG4	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	SCYL1BP1	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	SOAT1	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	HEBP2	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	PTGS2	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	EXTL2	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	AGL	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	PAP2	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	PTBP2	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	TMEM56	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	EVI5	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	RPAP2	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	COL24A1	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	GNG5	0	0	1	0	0	0	0	0	0	1	0
gga-let-7d	ZZZ3	0	0	1	0	0	0	0	0	0	1	0
